list,manufacturer,model,voltage_option,hybrid,ul1741_sb,ul1741_sa,max_continuous_output_kw,nominal_vac
solar,Delta Electronics,E4_BDI,240V,Y,Y,Y,3.8981800000000004,240
solar,Delta Electronics,M5-TL-US,208V,N,Y,Y,4.16,208
solar,Delta Electronics,M5-TL-US,240V,N,Y,Y,4.86,240
solar,Delta Electronics,M6-TL-US,208V,N,Y,Y,4.99,208
solar,Delta Electronics,E6-TL-US,208V,Y,Y,Y,4.992,208
solar,Delta Electronics,E6_BDI,208V,Y,Y,Y,5.025,208
solar,Delta Electronics,SOLIVIA 5.2 NA G4 TL,208V,N,N,Y,5.2,208
solar,Delta Electronics,SOLIVIA 5.2 NA G4 TL,240V,N,N,Y,5.2,240
solar,Delta Electronics,E6-TL-US,240V,Y,Y,Y,5.76,240
solar,Delta Electronics,M6-TL-US,240V,N,Y,Y,5.76,240
solar,Delta Electronics,E6_BDI,240V,Y,Y,Y,5.823,240
solar,Delta Electronics,SOLIVIA 6.6 NA G4 TL,208V,N,N,Y,6.6,208
solar,Delta Electronics,SOLIVIA 6.6 NA G4 TL,240V,N,N,Y,6.6,240
solar,Delta Electronics,SOLIVIA 7.6 NA G4 TL,208V,N,N,Y,6.6,208
solar,Delta Electronics,E8-TL-US,208V,Y,Y,Y,6.656,208
solar,Delta Electronics,M8-TL-US,208V,N,Y,Y,6.66,208
solar,Delta Electronics,E8 Plus-TL-US,208V,Y,Y,Y,6.6768,208
solar,Delta Electronics,E8_BDI,208V,Y,Y,Y,6.677,208
solar,Delta Electronics,SOLIVIA 7.6 NA G4 TL,240V,N,N,Y,7.6,240
solar,Delta Electronics,E8-TL-US,240V,Y,Y,Y,7.68,240
solar,Delta Electronics,M8-TL-US,240V,N,Y,Y,7.68,240
solar,Delta Electronics,E8 Plus-TL-US,240V,Y,Y,Y,7.7159689912000005,240
solar,Delta Electronics,E8_BDI,240V,Y,Y,Y,7.716,240
solar,Delta Electronics,M10-TL-US,208V,N,Y,Y,8.36,208
solar,Delta Electronics,M10-4-TL-US,208V,N,Y,Y,8.385,208
solar,Delta Electronics,E10_BDI,208V,Y,Y,Y,8.4,208
solar,Delta Electronics,E10-TL-US,208V,Y,Y,Y,8.4,208
solar,Delta Electronics,M10-TL-US,240V,N,Y,Y,9.62,240
solar,Delta Electronics,E10_BDI,240V,Y,Y,Y,9.674,240
solar,Delta Electronics,E10-TL-US,240V,Y,Y,Y,9.674,240
solar,Delta Electronics,M10-4-TL-US,240V,N,Y,Y,9.674,240
solar,Delta Electronics,S12_BDI,208V,Y,Y,Y,10.056799999999999,208
solar,Delta Electronics,S12_BDI,240V,Y,Y,Y,11.5886,240
solar,Delta Electronics,M24U_120,480V,N,N,Y,26.403,480
solar,Delta Electronics,M24U_121,480V,N,N,Y,26.403,480
solar,Delta Electronics,M24U_122,480V,N,N,Y,26.403,480
solar,Delta Electronics,E30-TL,277V,Y,N,Y,30.488,277
solar,Delta Electronics,M28U_120,480V,N,N,Y,30.709,480
solar,Delta Electronics,M28U_121,480V,N,N,Y,30.709,480
solar,Delta Electronics,M28U_122,480V,N,N,Y,30.709,480
solar,Delta Electronics,M36U_120,480V,N,N,Y,39.737,480
solar,Delta Electronics,M36U_121,480V,N,N,Y,39.737,480
solar,Delta Electronics,M36U_122,480V,N,N,Y,39.737,480
solar,Delta Electronics,M42U_120,480V,N,N,Y,45.972,480
solar,Delta Electronics,M42U_121,480V,N,N,Y,45.972,480
solar,Delta Electronics,M42U_122,480V,N,N,Y,45.972,480
solar,Delta Electronics,M60U_260,480V,N,Y,Y,59.012,480
solar,Delta Electronics,M60U_280,480V,N,N,Y,60.019,480
solar,Delta Electronics,M60U_120,480V,N,N,Y,65.47,480
solar,Delta Electronics,M60U_121,480V,N,N,Y,65.47,480
solar,Delta Electronics,M60U_122,480V,N,N,Y,65.47,480
solar,Delta Electronics,M80U_280,480V,N,N,Y,80.023,480
solar,Delta Electronics,M80U_120,480V,N,N,Y,82.764,480
solar,Delta Electronics,M80U_121,480V,N,N,Y,82.764,480
solar,Delta Electronics,M80U_122,480V,N,N,Y,82.764,480
solar,Delta Electronics,M100U_280,480V,N,N,Y,99.975,480
solar,Delta Electronics,M125HV,600V,N,N,Y,124.468,600
solar,Delta Electronics,DP350U-US-XX,800V,N,Y,Y,352.401,800
solar,Destin Power Inc.,SAVEEN1000-ES02H.US,440V,N,N,Y,1000,440
solar,"Dyness Digital Energy Technology Co., LTD.",TX5K-HM,240V,Y,Y,N,5.02,240
solar,"Dyness Digital Energy Technology Co., LTD.",TX6K-HM,240V,Y,Y,N,6.018,240
solar,"Dyness Digital Energy Technology Co., LTD.",TX7.6K-HM,240V,Y,Y,N,7.64,240
solar,"Dyness Digital Energy Technology Co., LTD.",TX9.6K-HM,240V,Y,Y,N,9.648,240
solar,"Dyness Digital Energy Technology Co., LTD.",TX11.4K-HM,240V,Y,Y,N,11.498,240
solar,EcoFlow Inc.,EF-PCS-24,"208V, 11.5kW",Y,Y,N,11.443604,208
solar,EcoFlow Inc.,EF-PCS-24,"240V, 11.5kW",Y,Y,N,11.444227999999999,240
solar,EcoFlow Inc.,EF-PCS-24,"240V, 24kW",Y,Y,N,24.012305999999995,240
solar,EcoFlow Inc.,EF-PCS-24,"208V, 24kW",Y,Y,N,24.291386000000003,208
solar,EG4 Electronics LLC,IV-8000-HYB-AW,208V,Y,Y,Y,7.8599499999999995,208
solar,EG4 Electronics LLC,IV-8000-HYB-AW,240V,Y,Y,Y,7.86266,240
solar,EG4 Electronics LLC,18KPV-12LV,208V,Y,Y,Y,10.499,208
solar,EG4 Electronics LLC,IV-13000-HYB-AW-FX-xx,208V,Y,Y,Y,11.325,208
solar,EG4 Electronics LLC,18KPV-12LV,240V,Y,Y,Y,11.933,240
solar,EG4 Electronics LLC,IV-13000-HYB-AW-FX-xx,240V,Y,Y,Y,12.997,240
solar,EG4 Electronics LLC,IV-16000-HYB-AW-FX-xx,208V,Y,Y,Y,13.898700000000002,208
solar,EG4 Electronics LLC,IV-16000-HYB-AW-FX-xx,240V,Y,Y,Y,16.153200000000002,240
solar,Energizer Solar,Force 3.8DC,240V,Y,Y,Y,3.713042,240
solar,Energizer Solar,Force 5.7DC,240V,Y,Y,Y,5.74818,240
solar,Energizer Solar,Force 7.6DC,240V,Y,Y,Y,7.72034,240
solar,Energizer Solar,Force 9.6DC,240V,Y,Y,Y,9.609126,240
solar,Energizer Solar,Force 11.4DC,240V,Y,Y,Y,11.51192,240
solar,"Enphase Energy, Inc.",IQ7PD-72-2-US,208V,N,Y,Y,0.19,208
solar,"Enphase Energy, Inc.",IQ7PD-72-2-US,240V,N,Y,Y,0.19,240
solar,"Enphase Energy, Inc.",IQ7PD-84-2-US,208V,N,Y,Y,0.21,208
solar,"Enphase Energy, Inc.",IQ7PD-84-2-US,240V,N,Y,Y,0.21,240
solar,"Enphase Energy, Inc.",S230-60-LL-x,208V,N,N,Y,0.22,208
solar,"Enphase Energy, Inc.",S230-60-LL-x,240V,N,N,Y,0.22,240
solar,"Enphase Energy, Inc.",IQ6-60-2-US,208V,N,N,Y,0.23,208
solar,"Enphase Energy, Inc.",IQ6-60-2-US,240V,N,N,Y,0.23,240
solar,"Enphase Energy, Inc.",IQ6-60-5-US,208V,N,N,Y,0.23,208
solar,"Enphase Energy, Inc.",IQ6-60-5-US,240V,N,N,Y,0.23,240
solar,"Enphase Energy, Inc.",IQ6-60-ACM-US,208V,N,N,Y,0.23,208
solar,"Enphase Energy, Inc.",IQ6-60-ACM-US,240V,N,N,Y,0.23,240
solar,"Enphase Energy, Inc.",IQ7-60-2-US,208V,N,Y,Y,0.24,208
solar,"Enphase Energy, Inc.",IQ7-60-2-US,240V,N,Y,Y,0.24,240
solar,"Enphase Energy, Inc.",IQ7-60-5-US,208V,N,Y,Y,0.24,208
solar,"Enphase Energy, Inc.",IQ7-60-5-US,240V,N,Y,Y,0.24,240
solar,"Enphase Energy, Inc.",IQ7-60-ACM-US,208V,N,Y,Y,0.24,208
solar,"Enphase Energy, Inc.",IQ7-60-ACM-US,240V,N,Y,Y,0.24,240
solar,"Enphase Energy, Inc.",IQ7-60-ACM-US-NM,208V,N,Y,Y,0.24,208
solar,"Enphase Energy, Inc.",IQ7-60-ACM-US-NM,240V,N,Y,Y,0.24,240
solar,"Enphase Energy, Inc.",IQ7-60-E-ACM-US,208V,N,Y,Y,0.24,208
solar,"Enphase Energy, Inc.",IQ7-60-E-ACM-US,240V,N,Y,Y,0.24,240
solar,"Enphase Energy, Inc.",IQ7-60-E-ACM-US-NM,208V,N,Y,Y,0.24,208
solar,"Enphase Energy, Inc.",IQ7-60-E-ACM-US-NM,240V,N,Y,Y,0.24,240
solar,"Enphase Energy, Inc.",IQ7-60-E-US,208V,N,Y,Y,0.24,208
solar,"Enphase Energy, Inc.",IQ7-60-E-US,240V,N,Y,Y,0.24,240
solar,"Enphase Energy, Inc.",IQ7-60-M-US,208V,N,Y,Y,0.24,208
solar,"Enphase Energy, Inc.",IQ7-60-M-US,240V,N,Y,Y,0.24,240
solar,"Enphase Energy, Inc.",IQ8-60-2-US,240V,N,Y,Y,0.24,240
solar,"Enphase Energy, Inc.",IQ8-60-M-US,240V,N,Y,Y,0.24,240
solar,"Enphase Energy, Inc.",XACM-IQ7-LR6-60PB-300M,208V,N,Y,Y ,0.24,208
solar,"Enphase Energy, Inc.",XACM-IQ7-LR6-60PB-300M,240V,N,Y,Y ,0.24,240
solar,"Enphase Energy, Inc.",XACM-IQ7-LR6-60PB-305M,208V,N,Y,Y ,0.24,208
solar,"Enphase Energy, Inc.",XACM-IQ7-LR6-60PB-305M,240V,N,Y,Y ,0.24,240
solar,"Enphase Energy, Inc.",IQ6PLUS-ACB-LL,240V,N,N,Y,0.27,240
solar,"Enphase Energy, Inc.",S280-60-LL-x,208V,N,N,Y,0.27,208
solar,"Enphase Energy, Inc.",S280-60-LL-x,240V,N,N,Y,0.27,240
solar,"Enphase Energy, Inc.",IQ6PLUS-72-2-US,208V,N,N,Y,0.28,208
solar,"Enphase Energy, Inc.",IQ6PLUS-72-2-US,240V,N,N,Y,0.28,240
solar,"Enphase Energy, Inc.",IQ6PLUS-72-5-US,208V,N,N,Y,0.28,208
solar,"Enphase Energy, Inc.",IQ6PLUS-72-5-US,240V,N,N,Y,0.28,240
solar,"Enphase Energy, Inc.",IQ6PLUS-72-ACM-US,208V,N,N,Y,0.28,208
solar,"Enphase Energy, Inc.",IQ6PLUS-72-ACM-US,240V,N,N,Y,0.28,240
solar,"Enphase Energy, Inc.",IQ7A-72-2-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7A-72-5-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7A-72-ACM-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7A-72-E-ACM-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7A-72-E-ACM-US-NM,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7A-72-E-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7A-72-M-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7AS-66-2-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7AS-66-5-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7AS-66-ACM-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7AS-66-ACM-US-NM,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7AS-66-ACM-US-RMA,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7AS-66-E-ACM-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7AS-66-E-ACM-US-NM,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7AS-66-E-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7PLUS-72-2-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7PLUS-72-2-US,240V,N,Y,Y,0.29,240
solar,"Enphase Energy, Inc.",IQ7PLUS-72-5-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7PLUS-72-5-US,240V,N,Y,Y,0.29,240
solar,"Enphase Energy, Inc.",IQ7PLUS-72-ACM-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7PLUS-72-ACM-US,240V,N,Y,Y,0.29,240
solar,"Enphase Energy, Inc.",IQ7PLUS-72-ACM-US-NM,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7PLUS-72-ACM-US-NM,240V,N,Y,Y,0.29,240
solar,"Enphase Energy, Inc.",IQ7PLUS-72-E-ACM-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7PLUS-72-E-ACM-US,240V,N,Y,Y,0.29,240
solar,"Enphase Energy, Inc.",IQ7PLUS-72-E-ACM-US-NM,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7PLUS-72-E-ACM-US-NM,240V,N,Y,Y,0.29,240
solar,"Enphase Energy, Inc.",IQ7PLUS-72-E-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7PLUS-72-E-US,240V,N,Y,Y,0.29,240
solar,"Enphase Energy, Inc.",IQ7PLUS-72-M-US,208V,N,Y,Y,0.29,208
solar,"Enphase Energy, Inc.",IQ7PLUS-72-M-US,240V,N,Y,Y,0.29,240
solar,"Enphase Energy, Inc.",IQ7A-66-x-US-&,208V,N,N,Y,0.292909,208
solar,"Enphase Energy, Inc.",IQ7A-66-x-ACM-US-y-z-&,208V,N,N,Y,0.29291,208
solar,"Enphase Energy, Inc.",IQ8PLUS-72-2-US,240V,N,Y,Y,0.295,240
solar,"Enphase Energy, Inc.",IQ8PLUS-72-M-DOM-US,240V,N,Y,Y,0.295,240
solar,"Enphase Energy, Inc.",IQ8PLUS-72-M-F-US,240V,N,Y,Y,0.295,240
solar,"Enphase Energy, Inc.",IQ8PLUS-72-M-US,240V,N,Y,Y,0.295,240
solar,"Enphase Energy, Inc.",IQ7GPLUS-72-2-US,240V,N,N,Y,0.298,240
solar,"Enphase Energy, Inc.",IQ8MC-72-2-US,208V,N,Y,Y,0.309,208
solar,"Enphase Energy, Inc.",IQ8MC-72-M-DOM-US,208V,N,Y,Y,0.31,208
solar,"Enphase Energy, Inc.",IQ8MC-72-M-F-US,208V,N,Y,Y,0.31,208
solar,"Enphase Energy, Inc.",IQ8MC-72-M-US,208V,N,Y,Y,0.31,208
solar,"Enphase Energy, Inc.",IQ7X-96-2-US,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7X-96-2-US,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7X-96-5-US,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7X-96-5-US,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7X-96-ACM-US,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7X-96-ACM-US,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7X-96-ACM-US-NM,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7X-96-ACM-US-NM,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7X-96-E-ACM-US,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7X-96-E-ACM-US,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7X-96-E-ACM-US-NM,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7X-96-E-ACM-US-NM,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7X-96-E-US,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7X-96-E-US,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7X-96-M-US,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7X-96-M-US,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7XS-96-2-US,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7XS-96-2-US,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7XS-96-5-US,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7XS-96-5-US,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7XS-96-ACM-US,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7XS-96-ACM-US,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7XS-96-ACM-US-NM,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7XS-96-ACM-US-NM,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7XS-96-ACM-US-RMA,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7XS-96-ACM-US-RMA,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7XS-96-E-ACM-US,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7XS-96-E-ACM-US,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7XS-96-E-ACM-US-NM,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7XS-96-E-ACM-US-NM,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ7XS-96-E-US,208V,N,Y,Y,0.315,208
solar,"Enphase Energy, Inc.",IQ7XS-96-E-US,240V,N,Y,Y,0.315,240
solar,"Enphase Energy, Inc.",IQ8MC-72-2-US,240V,N,Y,Y,0.32,240
solar,"Enphase Energy, Inc.",IQ8MC-72-M-DOM-US,240V,N,Y,Y,0.32,240
solar,"Enphase Energy, Inc.",IQ8MC-72-M-F-US,240V,N,Y,Y,0.32,240
solar,"Enphase Energy, Inc.",IQ8MC-72-M-US,240V,N,Y,Y,0.32,240
solar,"Enphase Energy, Inc.",IQ8M-72-2-US,240V,N,Y,Y,0.325,240
solar,"Enphase Energy, Inc.",IQ8M-72-M-US,240V,N,Y,Y,0.325,240
solar,"Enphase Energy, Inc.",IQ8AC-72-2-US,208V,N,Y,Y,0.344,208
solar,"Enphase Energy, Inc.",IQ8AC-72-M-DOM-US,208V,N,Y,Y,0.345,208
solar,"Enphase Energy, Inc.",IQ8AC-72-M-F-US,208V,N,Y,Y,0.345,208
solar,"Enphase Energy, Inc.",IQ8AC-72-M-US,208V,N,Y,Y,0.345,208
solar,"Enphase Energy, Inc.",IQ7A-66-x-US-&,240V,N,N,Y,0.348698,240
solar,"Enphase Energy, Inc.",IQ7A-66-x-ACM-US-y-z-&,240V,N,N,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7A-72-2-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7A-72-5-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7A-72-ACM-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7A-72-E-ACM-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7A-72-E-ACM-US-NM,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7A-72-E-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7A-72-M-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7AS-66-2-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7AS-66-5-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7AS-66-ACM-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7AS-66-ACM-US-NM,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7AS-66-ACM-US-RMA,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7AS-66-E-ACM-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7AS-66-E-ACM-US-NM,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ7AS-66-E-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ8A-72-2-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ8A-72-M-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ8AC-72-2-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ8AC-72-M-DOM-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ8AC-72-M-F-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ8AC-72-M-US,240V,N,Y,Y,0.349,240
solar,"Enphase Energy, Inc.",IQ8HC-72-2-US,208V,N,Y,Y,0.359,208
solar,"Enphase Energy, Inc.",IQ8X-80-E-US,208V,N,Y,Y,0.359,208
solar,"Enphase Energy, Inc.",IQ8X-80-M-DOM-US,208V,N,Y,Y,0.359,208
solar,"Enphase Energy, Inc.",IQ8H-208-72-2-US,208V,N,Y,Y,0.36,208
solar,"Enphase Energy, Inc.",IQ8H-208-72-M-US,208V,N,Y,Y,0.36,208
solar,"Enphase Energy, Inc.",IQ8HC-72-M-DOM-US,208V,N,Y,Y,0.36,208
solar,"Enphase Energy, Inc.",IQ8HC-72-M-US,208V,N,Y,Y,0.36,208
solar,"Enphase Energy, Inc.",IQ8X-80-M-US,208V,N,Y,Y,0.36,208
solar,"Enphase Energy, Inc.",IQ7HS-66-ACM-US,208V,N,Y,Y ,0.367,208
solar,"Enphase Energy, Inc.",IQ7HS-66-ACM-US-NM,208V,N,Y,Y ,0.367,208
solar,"Enphase Energy, Inc.",IQ7HS-66-E-ACM-US,208V,N,Y,Y ,0.367,208
solar,"Enphase Energy, Inc.",IQ7HS-66-E-ACM-US-NM,208V,N,Y,Y ,0.367,208
solar,"Enphase Energy, Inc.",IQ7HS-66-M-ACM-US,208V,N,Y,Y,0.367,208
solar,"Enphase Energy, Inc.",IQ7HS-66-M-ACM-US-NM,208V,N,Y,Y,0.367,208
solar,"Enphase Energy, Inc.",IQ7HS-66-M-ACM-US-RMA,208V,N,Y,Y,0.367,208
solar,"Enphase Energy, Inc.",IQ7HS-66-M-US,208V,N,Y,Y,0.367,208
solar,"Enphase Energy, Inc.",IQ8H-240-72-2-US,240V,N,Y,Y,0.38,240
solar,"Enphase Energy, Inc.",IQ8H-240-72-M-US,240V,N,Y,Y,0.38,240
solar,"Enphase Energy, Inc.",IQ8H-3P-72-E-US,208V,N,Y,Y,0.38,208
solar,"Enphase Energy, Inc.",IQ8H-3P-72-M-US,208V,N,Y,Y,0.38,208
solar,"Enphase Energy, Inc.",IQ7HS-66-ACM-US,240V,N,Y,Y ,0.384,240
solar,"Enphase Energy, Inc.",IQ7HS-66-ACM-US-NM,240V,N,Y,Y ,0.384,240
solar,"Enphase Energy, Inc.",IQ7HS-66-E-ACM-US,240V,N,Y,Y ,0.384,240
solar,"Enphase Energy, Inc.",IQ7HS-66-E-ACM-US-NM,240V,N,Y,Y ,0.384,240
solar,"Enphase Energy, Inc.",IQ7HS-66-M-ACM-US,240V,N,Y,Y,0.384,240
solar,"Enphase Energy, Inc.",IQ7HS-66-M-ACM-US-NM,240V,N,Y,Y,0.384,240
solar,"Enphase Energy, Inc.",IQ7HS-66-M-ACM-US-RMA,240V,N,Y,Y,0.384,240
solar,"Enphase Energy, Inc.",IQ7HS-66-M-US,240V,N,Y,Y,0.384,240
solar,"Enphase Energy, Inc.",IQ8HC-72-2-US,240V,N,Y,Y,0.384,240
solar,"Enphase Energy, Inc.",IQ8HC-72-M-DOM-US,240V,N,Y,Y,0.384,240
solar,"Enphase Energy, Inc.",IQ8HC-72-M-US,240V,N,Y,Y,0.384,240
solar,"Enphase Energy, Inc.",IQ8X-80-E-US,240V,N,Y,Y,0.384,240
solar,"Enphase Energy, Inc.",IQ8X-80-M-DOM-US,240V,N,Y,Y,0.384,240
solar,"Enphase Energy, Inc.",IQ8X-80-M-US,240V,N,Y,Y,0.384,240
solar,"Enphase Energy, Inc.",IQ9N-A-DOM-US,208V,N,Y,Y,0.405,208
solar,"Enphase Energy, Inc.",IQ9N-A-US,208V,N,Y,Y,0.405,208
solar,"Enphase Energy, Inc.",IQ9N-A-DOM-US-HPB,208V,N,Y,Y,0.415,208
solar,"Enphase Energy, Inc.",IQ9N-3P-277-A-DOM-US,277V,N,Y,Y,0.427,277
solar,"Enphase Energy, Inc.",IQ9N-3P-277-A-US,277V,N,Y,Y,0.427,277
solar,"Enphase Energy, Inc.",IQ9N-A-DOM-US,240V,N,Y,Y,0.427,240
solar,"Enphase Energy, Inc.",IQ9N-A-US,240V,N,Y,Y,0.427,240
solar,"Enphase Energy, Inc.",IQ9N-A-DOM-US-HPB,240V,N,Y,Y,0.44,240
solar,"Enphase Energy, Inc.",IQ8P-3P-72-E-DOM-US,208V,N,Y,Y,0.475,208
solar,"Enphase Energy, Inc.",IQ8P-3P-72-E-US,208V,N,Y,Y,0.475,208
solar,"Enphase Energy, Inc.",IQ8P-3P-72-M-US,208V,N,Y,Y,0.475,208
solar,"Enphase Energy, Inc.",IQ8P-72-2-US,240V,N,Y,Y,0.475,240
solar,"Enphase Energy, Inc.",IQ8P-72-M-US,240V,N,Y,Y,0.475,240
solar,"Enphase Energy, Inc.",IQ9S-3P-277-B-DOM-US,277V,N,Y,Y,0.548,277
solar,"Enphase Energy, Inc.",IQ9S-3P-277-B-US,277V,N,Y,Y,0.548,277
solar,"Enphase Energy, Inc.",IQ8D-72-E-US,208V,N,N,Y,0.64,208
solar,EPC Power Corp.,HY LC12/6-7,480V,Y,N,Y,220.033,480
solar,EPC Power Corp.,50-100181,480V,Y,Y,Y,1044.2,480
solar,EPC Power Corp.,50-100181,600V,Y,Y,Y,1304.151,600
solar,EPC Power Corp.,50-100181,690V,Y,Y,Y,1504.9,690
solar,"Eternalplanet Energy Co., Ltd",HNA2-S11G6,240V,Y,Y,N,11.349,240
solar,"Eternalplanet Energy Co., Ltd",HNA2-S11G7,240V,Y,Y,N,11.349,240
solar,"Eternalplanet Energy Co., Ltd",HNA2-S11G5,"208V, 5.0kW",Y,Y,N,5.0315,208
solar,"Eternalplanet Energy Co., Ltd",HNA2-S11G6,"208V, 5.0kW",Y,Y,N,5.0315,208
solar,"Eternalplanet Energy Co., Ltd",HNA2-S11G7,"208V, 5.0kW",Y,Y,N,5.0315,208
solar,"Eternalplanet Energy Co., Ltd",HNA2-S11G5,"240V, 5.8kW",Y,Y,N,5.8122,240
solar,"Eternalplanet Energy Co., Ltd",HNA2-S11G6,"240V, 5.8kW",Y,Y,N,5.8122,240
solar,"Eternalplanet Energy Co., Ltd",HNA2-S11G7,"240V, 5.8kW",Y,Y,N,5.8122,240
solar,"Eternalplanet Energy Co., Ltd",HNA2-S11G5,"208V, 6.6kW",Y,Y,N,6.68,208
solar,"Eternalplanet Energy Co., Ltd",HNA2-S11G6,"208V, 6.6kW",Y,Y,N,6.68,208
solar,"Eternalplanet Energy Co., Ltd",HNA2-S11G7,"208V, 6.6kW",Y,Y,N,6.68,208
solar,"Eternalplanet Energy Co., Ltd",HNA2-S11G5,"240V, 7.6kW",Y,Y,N,7.6,240
solar,"Eternalplanet Energy Co., Ltd",HNA2-S11G6,"240V, 7.6kW",Y,Y,N,7.6,240
