list,manufacturer,model,voltage_option,hybrid,ul1741_sb,ul1741_sa,max_continuous_output_kw,nominal_vac
solar,"Shenzhen Lux Power Technology Co., Ltd.",GEN-LB-US 16K,208V,Y,Y,Y,13.899,208
solar,"Shenzhen Lux Power Technology Co., Ltd.",GEN-LB-US 16K,240V,Y,Y,Y,16.153,240
solar,"Shenzhen Lux Power Technology Co., Ltd.",LXP-LB-US 16K,240V,Y,Y,Y,16.153200000000002,240
solar,"Shenzhen Lux Power Technology Co., Ltd.",GEN-HB-US 25K,208V,Y,Y,Y,21.6632,208
solar,"Shenzhen Lux Power Technology Co., Ltd.",GEN-HB-US 25K,240V,Y,Y,Y,25.12912778,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R5KH1NA,240V,Y,Y,Y,5.081,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R5KLNA,240V,Y,Y,Y,5.0897,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R6KH1NA,240V,Y,Y,Y,6.082,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R6KLNA,240V,Y,Y,Y,6.117,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R7K6H1NA,240V,Y,Y,Y,7.765,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R7K6LNA,240V,Y,Y,Y,7.765,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R8KLNA,240V,Y,Y,Y,8.084,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R8KLNA-P4,240V,Y,Y,Y,8.11097,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R8KH1NA,240V,Y,Y,Y,8.116,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R8KLNA-P6,240V,Y,Y,Y,8.180922,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R9KH1NA,240V,Y,Y,Y,9.103,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R10KH1NA,240V,Y,Y,Y,10.154,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R10KLNA,240V,Y,Y,Y,10.177,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R11K4H1NA,240V,Y,Y,Y,11.598,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R12KLNA-P4,240V,Y,Y,Y,12.137120000000001,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R12KLNA-P6,240V,Y,Y,Y,12.21352,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R12KH1NA,240V,Y,Y,Y,12.362,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R16LNA-P4,240V,Y,Y,Y,16.130920000000003,240
solar,"Shenzhen Megarevo Technology Co., Ltd.",R16KLNA-P6,240V,Y,Y,Y,16.19882,240
solar,Shenzhen Poweroak Newener Co Ltd,EP900,240V,Y,Y,N,9.23,240
solar,Shenzhen Poweroak Newener Co Ltd,EnergyPro 13K,240V,Y,Y,N,13.1961,240
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 5KHB-130-D2/UL,208V,Y,Y,Y,5.02,208
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 5KHB-130-D2/UL,240V,Y,Y,Y,5.04,240
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 6KHB-130-D2/UL,208V,Y,Y,Y,6.124,208
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 6KHB-130-D2/UL,240V,Y,Y,Y,6.149,240
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 7K6HB-180-T2/UL,240V,Y,Y,Y,7.6472,240
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 7K6HB-180-T2/UL,208V,Y,Y,Y,7.648,208
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 8KHB-180-T2/UL,240V,Y,Y,Y,8.0472,240
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 8KHB-180-T2/UL,208V,Y,Y,Y,8.06,208
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 11K4HB-210-T2/UL,240V,Y,Y,Y,10.14,240
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 10KHB-210-T2/UL,240V,Y,Y,Y,10.147200000000002,240
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 10KHB-210-T2/UL,208V,Y,Y,Y,10.185799999999999,208
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 11K4HB-210-T2/UL,208V,Y,Y,Y,10.186,208
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 11K4HB-T2/LV-ULP,240V,Y,Y,Y,11.566895999999996,240
solar,"Shenzhen Senergy Technology Co., Ltd.",SE 11K4HB-T2/LV-ULP,208V,Y,Y,Y,11.608847999999998,208
solar,"Shenzhen Sinexcel Isuna Energy Technology Co., Ltd.",Isuna U10K-PH,240V,Y,Y,N,10.074,240
solar,"Shenzhen Sinexcel Isuna Energy Technology Co., Ltd.",Isuna U15K-PH,240V,Y,Y,N,15.042,240
solar,"Shenzhen Sinexcel Isuna Energy Technology Co., Ltd.",Isuna U20K-PH,240V,Y,Y,N,20.181,240
solar,"Shenzhen SOSEN Innovation Technology Co.,Ltd",SSE-HL8K-P2US,240V,Y,Y,N,7.9813860000000005,240
solar,"Shenzhen SOSEN Innovation Technology Co.,Ltd",SSE-HL8K-P2US-S,240V,Y,Y,N,7.9813860000000005,240
solar,"Shenzhen SOSEN Innovation Technology Co.,Ltd",SSE-HL10K-P2US,240V,Y,Y,N,10.010924,240
solar,"Shenzhen SOSEN Innovation Technology Co.,Ltd",SSE-HL10K-P2US-S,240V,Y,Y,N,10.010924,240
solar,"Shenzhen SOSEN Innovation Technology Co.,Ltd",SSE-HL12K-P2US,240V,Y,Y,N,12.01448,240
solar,"Shenzhen SOSEN Innovation Technology Co.,Ltd",SSE-HL12K-P2US-S,240V,Y,Y,N,12.01448,240
solar,"Shenzhen SOSEN Innovation Technology Co.,Ltd",SSE-HL15K-P2US,240V,Y,Y,N,15.01484,240
solar,"Shenzhen SOSEN Innovation Technology Co.,Ltd",SSE-HL15K-P2US-S,240V,Y,Y,N,15.01484,240
solar,"Siemens Industry, Inc.",blueplanet125 TL3 GEN2 M1 WM OD USP0,600V,N,Y,Y,136.47,600
solar,"Siemens Industry, Inc.",blueplanet125 TL3 GEN2 M1 WM OD USPX,600V,N,Y,Y,136.47,600
solar,"Siemens Industry, Inc.",blueplanet155 TL3 GEN2 M1 WM OD USP0,600V,N,Y,Y,155.916839,600
solar,"Siemens Industry, Inc.",blueplanet155 TL3 GEN2 M1 WM OD USPX,600V,N,Y,Y,155.916839,600
solar,"Sigenergy Technology Co., Ltd.",SigenMicro 384 US,240V,N,Y,N,0.38805999999999996,240
solar,"Sigenergy Technology Co., Ltd.",SigenMicro 480 US,240V,N,Y,N,0.484,240
solar,"Sigenergy Technology Co., Ltd.",SigenMicro 768 US,240V,N,Y,N,0.776,240
solar,"Sigenergy Technology Co., Ltd.",SigenMicro 960 US,240V,N,Y,N,0.969,240
solar,"Sigenergy Technology Co., Ltd.",SigenStor EC 4.8 SP US,240V,Y,Y,N,4.808,240
solar,"Sigenergy Technology Co., Ltd.",SigenStor EC 5.7 SP US,240V,Y,Y,N,5.776,240
solar,"Sigenergy Technology Co., Ltd.",SigenStor EC 7.6 SP US,240V,Y,Y,N,7.649,240
solar,"Sigenergy Technology Co., Ltd.",SigenStor EC 9.6 SP US,240V,Y,Y,N,9.6533,240
solar,"Sigenergy Technology Co., Ltd.",SigenStor EC SP US,240V,Y,Y,N,11.503,240
solar,"Sigenergy Technology Co., Ltd.",SigenStor EC SP US,208V,Y,Y,N,11.504,208
solar,SimpliPhi Power,SPHI-IN-6,120V,Y,N,Y,6.017662268,120
solar,SMA America,SB3.0-1SP-US-40,208V,N,N,Y,3,208
solar,SMA America,SB3.0-1SP-US-40,240V,N,N,Y,3,240
solar,SMA America,SB3.0-1SP-US-41,208V,N,N,Y,3,208
solar,SMA America,SB3.0-1SP-US-41,240V,N,N,Y,3,240
solar,SMA America,SB3.0-1TP-US-40,208V,N,N,Y,3,208
solar,SMA America,SB3.0-1TP-US-40,240V,N,N,Y,3,240
solar,SMA America,SB3.0-1TP-US-41,208V,N,N,Y,3,208
solar,SMA America,SB3.0-1TP-US-41,240V,N,N,Y,3,240
solar,SMA America,SBSE3.8-US-50,208V,Y,Y,N,3.33202,208
solar,SMA America,SB3.8-1SP-US-40,208V,N,N,Y,3.6,208
solar,SMA America,SB3.8-1TP-US-40,208V,N,N,Y,3.6,208
solar,SMA America,SB3.8-1SP-US-41,208V,N,N,Y,3.604,208
solar,SMA America,SB3.8-1TP-US-41,208V,N,N,Y,3.604,208
solar,SMA America,SB3.8-1SP-US-40,240V,N,N,Y,3.8,240
solar,SMA America,SB3.8-1TP-US-40,240V,N,N,Y,3.8,240
solar,SMA America,SB3.8-1SP-US-41,240V,N,N,Y,3.84,240
solar,SMA America,SB3.8-1TP-US-41,240V,N,N,Y,3.84,240
solar,SMA America,SBSE3.8-US-50,240V,Y,Y,N,3.86994,240
solar,SMA America,SBSE4.8-US-50,208V,Y,Y,N,4.16599,208
solar,SMA America,SBSE4.8-US-50,240V,Y,Y,N,4.82289,240
solar,SMA America,SBSE5.8-US-50,208V,Y,Y,N,4.99991,208
solar,SMA America,SB5.0-1SP-US-40,208V,N,N,Y,5,208
solar,SMA America,SB5.0-1SP-US-40,240V,N,N,Y,5,240
solar,SMA America,SB5.0-1SP-US-41,208V,N,N,Y,5,208
solar,SMA America,SB5.0-1SP-US-41,240V,N,N,Y,5,240
solar,SMA America,SB5.0-1TP-US-40,208V,N,N,Y,5,208
solar,SMA America,SB5.0-1TP-US-40,240V,N,N,Y,5,240
solar,SMA America,SB5.0-1TP-US-41,208V,N,N,Y,5,208
solar,SMA America,SB5.0-1TP-US-41,240V,N,N,Y,5,240
solar,SMA America,SB6.0-1SP-US-41,208V,N,N,Y,5.418,208
solar,SMA America,SB6.0-1TP-US-41,208V,N,N,Y,5.418,208
solar,SMA America,SB6.0-1SP-US-40,208V,N,N,Y,5.49,208
solar,SMA America,SB6.0-1TP-US-40,208V,N,N,Y,5.49,208
solar,SMA America,SBSE5.8-US-50,240V,Y,Y,N,5.77589,240
solar,SMA America,SB6.0-1SP-US-40,240V,N,N,Y,6,240
solar,SMA America,SB6.0-1SP-US-41,240V,N,N,Y,6,240
solar,SMA America,SB6.0-1TP-US-40,240V,N,N,Y,6,240
solar,SMA America,SB6.0-1TP-US-41,240V,N,N,Y,6,240
solar,SMA America,SBSE7.7-US-50,208V,Y,Y,N,6.644489999999999,208
solar,SMA America,SB7.0-1SP-US-40,208V,N,N,Y,6.92,208
solar,SMA America,SB7.0-1TP-US-40,208V,N,N,Y,6.92,208
solar,SMA America,SB7.7-1SP-US-40,208V,N,N,Y,6.92,208
solar,SMA America,SB7.7-1TP-US-40,208V,N,N,Y,6.92,208
solar,SMA America,SB7.0-1SP-US-41,208V,N,N,Y,6.923,208
solar,SMA America,SB7.0-1TP-US-41,208V,N,N,Y,6.923,208
solar,SMA America,SB7.7-1SP-US-41,208V,N,N,Y,6.923,208
solar,SMA America,SB7.7-1TP-US-41,208V,N,N,Y,6.923,208
solar,SMA America,SB7.0-1SP-US-40,240V,N,N,Y,7,240
solar,SMA America,SB7.0-1SP-US-41,240V,N,N,Y,7,240
solar,SMA America,SB7.0-1TP-US-40,240V,N,N,Y,7,240
solar,SMA America,SB7.0-1TP-US-41,240V,N,N,Y,7,240
solar,SMA America,SBSE7.7-US-50,240V,Y,Y,N,7.62198,240
solar,SMA America,SB7.7-1SP-US-40,240V,N,N,Y,7.68,240
solar,SMA America,SB7.7-1SP-US-41,240V,N,N,Y,7.68,240
solar,SMA America,SB7.7-1TP-US-40,240V,N,N,Y,7.68,240
solar,SMA America,SB7.7-1TP-US-41,240V,N,N,Y,7.68,240
solar,SMA America,SBSE9.6-US-50,208V,Y,Y,N,8.338,208
solar,SMA America,SBSE9.6-US-50,240V,Y,Y,N,9.569,240
solar,SMA America,SBSE11.5-US-50,208V,Y,Y,N,10.053,208
solar,SMA America,SBSE11.5-US-50,240V,Y,Y,N,11.483,240
solar,SMA America,STP12000TL-US-10,480V,N,N,Y,12,480
solar,SMA America,STP 13-US-50,208V,N,Y,N,13,208
solar,SMA America,STP15000TL-US-10,480V,N,N,Y,15,480
solar,SMA America,STP 20-US-50,480V,N,Y,N,20,480
solar,SMA America,STP20000TL-US-10,480V,N,N,Y,20,480
solar,SMA America,STP24000TL-US-10,480V,N,N,Y,24,480
solar,SMA America,STP 25-US-50,480V,N,Y,N,25,480
solar,SMA America,STP 27-US-80,208V,N,Y,N,26.757,208
solar,SMA America,STP 30-US-50,480V,N,Y,N,30,480
solar,SMA America,STP30000TL-US-10,480V,N,N,Y,30,480
solar,SMA America,STP 33-US-41,480V,N,Y,Y,33.3,480
solar,SMA America,STP 50-US-41,480V,N,Y,Y,50,480
solar,SMA America,STP50-US-40,480V,N,N,Y,50,480
solar,SMA America,STP 50-US-80,480V,N,Y,N,50.287,480
solar,SMA America,SHP FLEX-US-21,208V,N,Y,Y,55.076,208
solar,SMA America,STP 62-US-41,480V,N,Y,Y,62.5,480
solar,SMA America,STP 62-US-80,480V,N,Y,N,62.581,480
solar,SMA America,STP 70-US-80,480V,N,Y,N,70.466,480
solar,SMA America,SHP FLEX-US-21,320V,N,Y,Y,84.90365,320
solar,SMA America,SHP FLEX-US-21,380V,N,Y,Y,100.84204,380
solar,SMA America,SHP FLEX-US-21,385V,N,Y,Y,100.84204,385
solar,SMA America,SHP FLEX-US-21,400V,N,Y,Y,105.6325,400
solar,SMA America,SHP FLEX-US-21,420V,N,Y,Y,112.71399000000001,420
solar,SMA America,SHP 125-US-20,480V,N,N,Y,125,480
solar,SMA America,SHP 125-US-21,480V,N,Y,Y,125,480
solar,SMA America,SHP FLEX-US-21,480V,N,Y,Y,125.007,480
solar,SMA America,SHP 150-US-20,600V,N,N,Y,150,600
solar,SMA America,SHP 150-US-21,600V,N,Y,Y,150,600
solar,SMA America,SHP FLEX-US-21,600V,N,Y,Y,150.07867000000002,600
solar,SMA America,SHP 165-US-21,630V,N,Y,Y,165,630
solar,SMA America,SHP FLEX-US-21,630V,N,Y,Y,165.66217,630
solar,SMA America,SHP 172-US-21,660V,N,Y,Y,172,660
solar,SMA America,SHP FLEX-US-21,660V,N,Y,Y,172.81,660
solar,SMA America,SC-1850-US,385V,N,N,Y,1661,385
solar,SMA America,SC-2200-US,385V,N,N,Y,2079,385
solar,SMA America,SC 2500-EV-US,550V,N,N,Y,2353.87,550
solar,SMA America,SC 2750-EV-US,600V,N,N,Y,2600,600
solar,SMA America,SC 2660 UP-US 600V 2566A,600V,Y,Y,Y,2616.157,600
solar,SMA America,SC 2800 UP-US 630V 2566A,630V,Y,Y,Y,2747.472,630
solar,SMA America,SC 2930 UP-US 660V 2566A,660V,Y,Y,Y,2841.88,660
solar,SMA America,SC 3060 UP-US 690V 2566A,690V,Y,Y,Y,2951.143,690
solar,SMA America,SC 4000 UP-US 600V 3850A,600V,Y,N,Y,3650.134,600
solar,SMA America,SC 4200 UP-US 630V 3850A,630V,Y,N,Y,3832.828,630
solar,SMA America,SC 4400 UP-US 660V 3850A,660V,Y,N,Y,4017.113,660
solar,SMA America,SC 4600 UP-US 690V 3850A,690V,Y,N,Y,4198.235,690
solar,SolarEdge Technologies Ltd.,SE3000H-US,240V,Y,Y,Y ,2.962,240
solar,SolarEdge Technologies Ltd.,SE3000x,240V,N,N,Y,3.01,240
solar,SolarEdge Technologies Ltd.,SE3000x,208V,N,N,Y,3.02,208
solar,SolarEdge Technologies Ltd.,SE3300x,240V,N,N,Y,3.251,240
solar,SolarEdge Technologies Ltd.,SE3800H-US,208V,Y,Y,Y,3.255,208
solar,SolarEdge Technologies Ltd.,SE3300x,208V,N,N,Y,3.288,208
solar,SolarEdge Technologies Ltd.,NX3800T-US,208V,Y,Y,Y,3.33,208
solar,SolarEdge Technologies Ltd.,SE3800H-US,240V,Y,Y,Y,3.747,240
solar,SolarEdge Technologies Ltd.,SE3800A-US,240V,Y,N,Y,3.79,240
solar,SolarEdge Technologies Ltd.,NX3800T-US,240V,Y,Y,Y,3.84,240
solar,SolarEdge Technologies Ltd.,SE3800A-US,208V,N,N,Y,3.99,208
solar,SolarEdge Technologies Ltd.,NX5000T-US,208V,Y,Y,Y,4.3,208
solar,SolarEdge Technologies Ltd.,SE5000H-US,208V,Y,Y,Y,4.979,208
solar,SolarEdge Technologies Ltd.,SE5000x,208V,N,N,Y,4.98,208
solar,SolarEdge Technologies Ltd.,NX5000T-US,240V,Y,Y,Y,4.99,240
solar,SolarEdge Technologies Ltd.,NX5700T-US,208V,Y,Y,Y,4.99,208
solar,SolarEdge Technologies Ltd.,SE5000x,240V,N,N,Y,4.99,240
solar,SolarEdge Technologies Ltd.,SE5700H-US,208V,Y,Y,N,4.992967875000001,208
solar,SolarEdge Technologies Ltd.,NX6000T-US,208V,Y,Y,Y,5.02,208
solar,SolarEdge Technologies Ltd.,SE5000H-US,240V,Y,Y,Y,5.052,240
solar,SolarEdge Technologies Ltd.,SE6000H-US,208V,Y,Y,Y,5.054,208
solar,SolarEdge Technologies Ltd.,SE6000x,208V,N,N,Y,5.33,208
solar,SolarEdge Technologies Ltd.,SE5700H-US,240V,Y,Y,N,5.7,240
solar,SolarEdge Technologies Ltd.,NX5700T-US,240V,Y,Y,Y,5.76,240
solar,SolarEdge Technologies Ltd.,SE6000x,240V,N,N,Y,5.99,240
solar,SolarEdge Technologies Ltd.,NX6000T-US,240V,Y,Y,Y,6,208
solar,SolarEdge Technologies Ltd.,SE6000H-US,240V,Y,Y,Y ,6.046,240
solar,SolarEdge Technologies Ltd.,SE7600H-US,208V,Y,Y,N,6.5917807706,208
solar,SolarEdge Technologies Ltd.,NX7600T-US,208V,Y,Y,Y,6.65,208
solar,SolarEdge Technologies Ltd.,SE7600A-US,208V,N,N,Y,7.56,208
solar,SolarEdge Technologies Ltd.,SE7600H-US,240V,Y,Y,Y,7.616,240
solar,SolarEdge Technologies Ltd.,SE7600A-US,240V,Y,N,Y,7.625,240
solar,SolarEdge Technologies Ltd.,NX7600T-US,240V,Y,Y,Y,7.68,240
solar,SolarEdge Technologies Ltd.,NX9600T-US,208V,Y,Y,Y,8.32,208
solar,SolarEdge Technologies Ltd.,NX10000T-US,208V,Y,Y,Y,8.6,208
solar,SolarEdge Technologies Ltd.,SE10000H-US,208V,Y,Y,N,8.694270618,208
solar,SolarEdge Technologies Ltd.,SE9KUS,208V,N,N,Y,8.963,208
solar,SolarEdge Technologies Ltd.,SE9600H-US,240V,Y,Y,N,9.568491352999999,240
solar,SolarEdge Technologies Ltd.,SE9600H-US,208V,Y,Y,N,9.5783485856,208
solar,SolarEdge Technologies Ltd.,NX9600T-US,240V,Y,Y,Y,9.6,240
solar,SolarEdge Technologies Ltd.,SE10KUS,480V,N,N,Y,9.85,480
solar,SolarEdge Technologies Ltd.,SE10000A-US,208V,N,N,Y,9.93,208
solar,SolarEdge Technologies Ltd.,SE10000A-US,240V,N,N,Y,9.94,240
solar,SolarEdge Technologies Ltd.,NX11500T-US,208V,Y,Y,Y,9.98,208
solar,SolarEdge Technologies Ltd.,SE10000H-US,240V,Y,Y,Y,9.994,240
solar,SolarEdge Technologies Ltd.,NX10000T-US,240V,Y,Y,Y,10,240
solar,SolarEdge Technologies Ltd.,SE11400H-US,208V,Y,Y,Y,10.001,208
solar,SolarEdge Technologies Ltd.,SE10KUS,208V,N,Y,N,10.0337432,208
solar,SolarEdge Technologies Ltd.,NX13000T-US,208V,Y,Y,Y,11.2,208
solar,SolarEdge Technologies Ltd.,SE11400A-US,240V,N,N,Y,11.39,240
solar,SolarEdge Technologies Ltd.,SE11400H-US,240V,Y,Y,Y,11.393,240
solar,SolarEdge Technologies Ltd.,NX11500T-US,240V,Y,Y,Y,11.52,240
solar,SolarEdge Technologies Ltd.,NX13000T-US,240V,Y,Y,Y,13,240
solar,SolarEdge Technologies Ltd.,SE14.4KUS,208V,N,Y,Y,14.51,208
solar,SolarEdge Technologies Ltd.,SE43.2KUS,208V,N,Y,Y,14.51,208
solar,SolarEdge Technologies Ltd.,SE17.3KUS,208V,N,Y,Y,16.564,208
solar,SolarEdge Technologies Ltd.,SE50KUS,208V,N,Y,Y,16.564,208
solar,SolarEdge Technologies Ltd.,SE20KUS,480V,N,N,Y,20.05,480
solar,SolarEdge Technologies Ltd.,SE30KUS,480V,N,Y,Y,30.159,480
solar,SolarEdge Technologies Ltd.,SE100KUS,480V,N,Y,Y,33.3,480
solar,SolarEdge Technologies Ltd.,SE33.3KUS,480V,N,Y,Y,33.3,480
solar,SolarEdge Technologies Ltd.,SE66.6KUS,480V,N,Y,Y,33.3,480
solar,SolarEdge Technologies Ltd.,SE120KUS,480V,N,Y,Y ,40.252,480
solar,SolarEdge Technologies Ltd.,SE40KUS,480V,N,Y,Y,40.252,480
solar,SolarEdge Technologies Ltd.,SE80KUS,480V,N,Y,Y ,40.252,480
solar,SolarEdge Technologies Ltd.,SE110KUS,480V,N,Y,N,109.988108876,480
solar,SolarEdge Technologies Ltd.,SE250KUS,600V,N,Y,N,249.907,600
solar,SolarEdge Technologies Ltd.,SE285KUS,600V,N,Y,N,284.159,600
solar,SolarEdge Technologies Ltd.,SE330KUS,690V,N,Y,N,329.741,690
solar,Solaria Corporation,Solaria PowerXT-345R-AC,240V,N,N,Y,0.29,240
solar,Solaria Corporation,Solaria PowerXT-350R-AC,240V,N,N,Y,0.29,240
solar,Solaria Corporation,Solaria PowerXT-355R-AC,240V,N,N,Y,0.29,240
solar,Solaria Corporation,Solaria PowerXT-360R-AC,240V,N,N,Y,0.29,240
solar,Solaria Corporation,Solaria PowerXT-365R-AC,240V,N,N,Y,0.29,240
solar,Solaria Corporation,Solaria PowerXT-395R-PM-AC,240V,N,N,Y,0.348698,240
solar,Solaria Corporation,Solaria PowerXT-400R-PM-AC,240V,N,N,Y,0.348698,240
solar,Solaria Corporation,Solaria PowerXT-410R-PM-AC,240V,N,N,Y,0.348698,240
solar,Solaria Corporation,Solaria PowerXT-420R-PM-AC,240V,N,N,Y,0.348698,240
solar,SolarJuice American Inc.,S4A-H60,240V,Y,N,Y,5.57,240
solar,SolarJuice American Inc.,S4A-H70,240V,Y,N,Y,6.666,240
solar,SolarJuice American Inc.,S4A-H76,240V,Y,N,Y,7.642,240
solar,SolarJuice American Inc.,S4A-H86,240V,Y,N,Y,8.604,240
solar,Sol-Ark,SA-MP-1000-208/240V,208V,N,Y,N,1.001,208
solar,Sol-Ark,SA-MP-1000-208/240V,240V,N,Y,N,1.009,240
solar,Sol-Ark,5K-120V/8K-230V-1P,120V,Y,Y,N,4.787100000000001,120
solar,Sol-Ark,5K-120V/8K-230V-1P,240V,Y,Y,N,7.9703,240
solar,Sol-Ark,Limitless 10K-LV,208V,Y,Y,N,8.635,208
solar,Sol-Ark,Sol-Ark-12K-P,208V,Y,Y,Y ,8.818,208
solar,Sol-Ark,Sol-Ark-9k-48-ST,208V,Y,Y,Y,8.818,208
solar,Sol-Ark,Sol-Ark-8k-48-ST,240V,Y,Y,Y ,8.818088594,240
solar,Sol-Ark,Sol-Ark-12K-P,240V,Y,Y,Y ,8.982,240
solar,Sol-Ark,Sol-Ark-9k-48-ST,240V,Y,Y,Y,8.982,240
solar,Sol-Ark,Sol-Ark-8k-48-ST,208V,Y,Y,Y ,8.982168378,208
solar,Sol-Ark,Limitless 10K-LV,240V,Y,Y,N,9.97,240
solar,Sol-Ark,12K-2P-LL,240V,Y,Y,N,11.9628,240
solar,Sol-Ark,12K-2P-LL,208V,Y,Y,N,11.985328,208
solar,Sol-Ark,Limitless 15K-LV,208V,Y,Y,N,13.01,208
solar,Sol-Ark,Limitless 15K-LV,240V,Y,Y,N,15.04,240
solar,Sol-Ark,Limitless 18K-2P-LV,208V,Y,Y,N,15.5502,208
solar,Sol-Ark,Limitless 18K-2P-LV,240V,Y,Y,N,17.944200000000002,240
solar,Sol-Ark,30K-3P-208V,120V,Y,Y,N,30.025,120
solar,Sol-Ark,60K-3P-480V,277V,Y,Y,N,60.05,277
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-Micro 300P,240V,N,Y,N,0.32,240
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-Micro 400P,240V,N,Y,N,0.41,240
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-Micro 450P,240V,N,Y,N,0.458,240
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-Micro 500P,240V,N,Y,N,0.506,240
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-Micro 600P,240V,N,Y,N,0.594,240
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-HYB-3.8K-G2,240V,Y,Y,Y,3.805,240
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-HYB-5.0K-G2,240V,Y,Y,Y,5.003,240
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-Hybrid-6.0-US,240V,Y,N,Y,5.57,240
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-HYB-6.0K-G2,240V,Y,Y,Y,6.017,240
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-HYB-7.6K-G2,208V,Y,Y,Y,6.636368636,208
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-Hybrid-7.0-US,240V,Y,N,Y,6.666,240
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-HYB-7.6K-G2,240V,Y,Y,Y,7.593,240
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-Hybrid-7.6-US,240V,Y,N,Y,7.642,240
solar,"SolaX Power Network Technology (Zhe jiang) Co., Ltd.",A1-Hybrid-8.6-US,240V,Y,N,Y,8.604,240
solar,"Solvari, Inc.",SVR-A10-208,208V,N,Y,Y,0.303,208
solar,"Solvari, Inc.",SVR-A11-208,208V,N,Y,Y,0.343,208
solar,"Solvari, Inc.",SVR-A10-240,240V,N,Y,Y,0.346,240
solar,"Solvari, Inc.",SVR-A11-240,240V,N,Y,Y,0.398,240
solar,Sparq Systems,Q1200-4101,240V,N,N,Y,1.165,240
solar,Sparq Systems,Q1200-4102,240V,N,N,Y,1.203,240
solar,Sparq Systems,Q2000-4102,240V,N,N,Y,1.72,240
solar,SPITZER ENERGY COMPANY,SPZ-M800-S,208V,N,Y,N,0.721,208
solar,SPITZER ENERGY COMPANY,SPZ-M800-W,208V,N,Y,N,0.721,208
solar,SPITZER ENERGY COMPANY,SPZ-M800-S,240V,N,Y,N,0.723,240
solar,SPITZER ENERGY COMPANY,SPZ-M800-W,240V,N,Y,N,0.723,240
solar,SPITZER ENERGY COMPANY,SPZ-M1000-S,240V,N,Y,N,0.958,240
solar,SPITZER ENERGY COMPANY,SPZ-M1000-W,240V,N,Y,N,0.958,240
solar,SPITZER ENERGY COMPANY,SPZ-M1000-S,208V,N,Y,N,0.962,208
solar,SPITZER ENERGY COMPANY,SPZ-M1000-W,208V,N,Y,N,0.962,208
solar,SPITZER ENERGY COMPANY,SPZ 7.5KW-LV,208V,Y,Y,N,5.02,208
solar,SPITZER ENERGY COMPANY,SPZ 7.5KW-LV,240V,Y,Y,N,5.04,240
solar,SPITZER ENERGY COMPANY,SPZ 9KW-LV,208V,Y,Y,N,6.124,208
solar,SPITZER ENERGY COMPANY,SPZ 9KW-LV,240V,Y,Y,N,6.149,240
solar,SPITZER ENERGY COMPANY,SPZ 12KW-LV-A,240V,Y,Y,N,7.647,240
solar,SPITZER ENERGY COMPANY,SPZ 12KW-LV-A,208V,Y,Y,N,7.648,208
